,case_id,st_cd,naics_code_description,case_violtn_cnt,findings_start_date,findings_end_date,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,ld_dt,start_year,end_year,start_month_int,end_month_int,start_quarter,end_quarter,ld_dt_object,ld_dt_year,ld_dt_month,ld_dt_quarter,total_employment
119275,1697234,VA,Tobacco Farming,6,6/26/2011,6/16/2013,6,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2013,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
119359,1646553,UT,Sheep Farming,16,3/16/2010,2/21/2012,16,16620.18,1,16950.0,2016-02-19 01:00:04 EST,2010,2012,3,2,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,12
119432,1427224,KY,Tobacco Farming,12,12/3/2003,12/2/2005,12,4853.94,6,1350.0,2015-02-20 01:00:06 EST,2003,2005,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,14
119591,1616666,WY,Sheep Farming,17,7/29/2009,7/27/2011,16,0.0,0,1350.0,2015-02-20 01:00:06 EST,2009,2011,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,1
119627,1620519,OH,Nursery and Floriculture Production,6,6/17/2009,6/14/2011,6,0.0,0,3030.0,2015-02-20 01:00:06 EST,2009,2011,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,29
119632,1558691,NY,Apple Orchards,18,9/3/2009,10/15/2009,17,0.0,0,0.0,2015-02-20 01:00:06 EST,2009,2009,9,10,SEP,DEC,2015-02-20 01:00:06,2015,2,MAR,87
119662,1710237,KY,Tobacco Farming,6,1/15/2012,1/14/2014,5,0.0,0,3150.0,2015-02-20 01:00:06 EST,2012,2014,1,1,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,14
119790,1447753,NC,Nursery and Tree Production,2,7/2/2004,6/29/2006,2,16.12,2,0.0,2015-02-20 01:00:06 EST,2004,2006,7,6,SEP,JUN,2015-02-20 01:00:06,2015,2,MAR,35
119840,1558453,KY,Tobacco Farming,194,5/15/2008,5/14/2010,185,0.0,0,9975.0,2015-02-20 01:00:06 EST,2008,2010,5,5,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,14
120241,1673548,CO,Beef Cattle Ranching and Farming,13,11/15/2010,11/14/2012,12,2327.42,6,8662.5,2015-04-01 01:00:03 EDT,2010,2012,11,11,DEC,DEC,2015-04-01 01:00:03,2015,4,JUN,24
120274,1406834,VA,Tobacco Farming,4,4/5/2004,6/18/2005,3,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2005,4,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
120691,1445242,NY,Landscaping Services,15,6/17/2004,6/16/2006,15,586.2,5,0.0,2015-02-20 01:00:06 EST,2004,2006,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,87
120769,1410846,TN,Tobacco Farming,9,5/22/2005,8/7/2005,9,0.0,0,0.0,2015-02-20 01:00:06 EST,2005,2005,5,8,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,18
120784,1545077,VA,Tobacco Farming,5,6/24/2007,6/21/2009,5,0.0,0,0.0,2015-02-20 01:00:06 EST,2007,2009,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
120847,1468739,FL,Orange Groves,10,11/1/2006,3/12/2007,8,1600.0,4,800.0,2015-02-20 01:00:06 EST,2006,2007,11,3,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,88
121163,1550085,CO,Sheep Farming,15,1/26/2009,1/25/2011,15,0.0,0,3300.0,2015-02-20 01:00:06 EST,2009,2011,1,1,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,23
121281,1602278,TN,Tobacco Farming,2,4/8/2010,4/21/2010,2,159.0,2,0.0,2015-02-20 01:00:06 EST,2010,2010,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,18
121348,1446411,VA,Tobacco Farming,2,6/29/2004,6/27/2006,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2006,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
121439,1544805,OH,Nursery and Tree Production,57,7/12/2007,7/9/2009,48,22176.69,14,10875.0,2015-02-20 01:00:06 EST,2007,2009,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,29
121699,1733147,FL,Farm Labor Contractors and Crew Leaders,43,4/15/2014,10/27/2014,8,1680.0,7,8400.0,2015-05-08 01:00:06 EDT,2014,2014,4,10,JUN,DEC,2015-05-08 01:00:06,2015,5,JUN,88
121726,1485729,WA,Apple Orchards,139,7/9/2005,7/8/2007,138,0.0,0,0.0,2015-02-20 01:00:06 EST,2005,2007,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,19
121836,1446409,VA,Tobacco Farming,6,6/29/2004,6/29/2006,6,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2006,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
122232,1596770,PA,Nursery and Tree Production,3,10/27/2008,10/26/2010,2,690.0,1,0.0,2015-02-20 01:00:06 EST,2008,2010,10,10,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,61
122444,1497051,KY,Tobacco Farming,4,4/15/2007,11/6/2007,4,584.24,4,0.0,2015-02-20 01:00:06 EST,2007,2007,4,11,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,14
122454,1747066,TX,Hunting and Trapping,2,11/4/2013,12/19/2014,2,0.0,0,1237.5,2016-02-19 01:00:04 EST,2013,2014,11,12,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,136
122513,1642125,FL,Support Activities for Forestry,22,11/21/2011,3/20/2012,22,0.0,0,13350.0,2015-02-20 01:00:06 EST,2011,2012,11,3,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,88
122514,1642128,FL,Farm Labor Contractors and Crew Leaders,24,11/21/2011,3/12/2012,23,0.0,0,18150.0,2015-02-20 01:00:06 EST,2011,2012,11,3,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,88
122736,1446468,VA,Tobacco Farming,2,7/14/2004,7/16/2006,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2006,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,24
122778,1584953,NJ,Vegetable and Melon Farming,62,2/20/2010,7/7/2010,59,0.0,0,23500.0,2015-02-20 01:00:06 EST,2010,2010,2,7,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,35
122809,1493192,NY,Apple Orchards,14,11/12/2005,11/9/2007,14,266.0,1,0.0,2015-02-20 01:00:06 EST,2005,2007,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,87
123052,1775871,KY,Tobacco Farming,3,5/5/2013,12/14/2015,3,0.0,0,0.0,2016-06-11 02:22:25 EDT,2013,2015,5,12,JUN,DEC,2016-06-11 02:22:25,2016,6,JUN,14
123175,1662222,AR,Other Vegetable (except Potato) and Melon Farming,4,8/28/2010,8/27/2012,4,420.0,4,1800.0,2015-02-20 01:00:06 EST,2010,2012,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,16
123458,1726312,FL,Farm Labor Contractors and Crew Leaders,86,3/10/2014,5/15/2014,85,42987.69,83,76275.0,2019-07-13 00:22:57 EDT,2014,2014,3,5,MAR,JUN,2019-07-13 00:22:57,2019,7,SEP,78
123523,1612508,VA,Grape Vineyards,7,4/11/2009,4/9/2011,6,0.0,0,0.0,2015-02-20 01:00:06 EST,2009,2011,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
123650,1493202,NY,Apple Orchards,12,1/1/2007,10/7/2007,9,1489.5,9,0.0,2015-02-20 01:00:06 EST,2007,2007,1,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,87
123789,1745159,KY,Tobacco Farming,16,4/28/2012,12/23/2014,16,0.0,0,0.0,2016-02-19 01:00:04 EST,2012,2014,4,12,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,14
123790,1745162,KY,Tobacco Farming,16,4/1/2012,12/4/2014,15,1542.4,8,2700.0,2016-02-19 01:00:04 EST,2012,2014,4,12,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,14
123791,1745164,KY,Tobacco Farming,3,4/30/2012,12/4/2014,3,0.0,0,0.0,2016-02-19 01:00:04 EST,2012,2014,4,12,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,14
123820,1709244,KY,Tobacco Farming,11,11/5/2011,11/4/2013,11,0.0,0,4950.0,2015-02-20 01:00:06 EST,2011,2013,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,14
123934,1527863,NY,Apple Orchards,8,1/1/2007,11/20/2008,8,2225.09,8,0.0,2015-02-20 01:00:06 EST,2007,2008,1,11,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,87
124057,1776398,KY,Tobacco Farming,2,12/3/2013,12/2/2015,2,0.0,0,0.0,2016-06-11 02:22:25 EDT,2013,2015,12,12,DEC,DEC,2016-06-11 02:22:25,2016,6,JUN,14
124153,1709851,ME,Turkey Production,28,12/1/2011,11/30/2013,2,1737.27,2,0.0,2015-02-20 01:00:06 EST,2011,2013,12,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,4
124156,1696398,NY,"Greenhouse, Nursery, and Floriculture Production",11,11/6/2011,11/2/2013,11,229.21,1,0.0,2015-02-20 01:00:06 EST,2011,2013,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,87
124346,1743538,NC,Potato Farming,23,4/1/2014,10/30/2014,23,3004.15,21,19575.0,2016-02-19 01:00:04 EST,2014,2014,4,10,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,36
124543,1308864,MI,Nursery and Tree Production,170,8/30/2003,8/30/2003,23,6689.6,23,0.0,2015-02-20 01:00:06 EST,2003,2003,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,34
124702,1614589,NE,Cattle Feedlots,149,4/14/2009,4/13/2011,148,127614.63,68,409450.0,2015-02-20 01:00:06 EST,2009,2011,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,8
124731,1671996,KY,Tobacco Farming,15,11/28/2010,11/27/2012,15,0.0,0,0.0,2015-02-20 01:00:06 EST,2010,2012,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,14
124892,1692168,NC,Tobacco Farming,7,1/1/2013,4/24/2013,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2013,2013,1,4,MAR,JUN,2015-02-20 01:00:06,2015,2,MAR,35
125002,1762561,MS,Berry (except Strawberry) Farming,13,6/3/2014,6/4/2015,12,2683.5,9,5400.0,2016-02-19 01:00:04 EST,2014,2015,6,6,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,16
125090,1663700,NC,Tobacco Farming,24,8/9/2011,8/8/2012,23,5537.0,22,10350.0,2015-02-20 01:00:06 EST,2011,2012,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,35
125238,1789742,PA,Nursery and Tree Production,1,6/28/2014,6/27/2016,1,0.0,0,675.0,2016-11-07 01:00:04 EST,2014,2016,6,6,JUN,JUN,2016-11-07 01:00:04,2016,11,DEC,60
125368,1323647,GA,Other Vegetable (except Potato) and Melon Farming,68,3/28/2003,12/15/2003,68,5205.54,66,1000.0,2015-02-20 01:00:06 EST,2003,2003,3,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,49
125373,1458407,VT,Poultry and Egg Production,8,11/28/2004,11/25/2006,8,6105.07,8,4000.0,2015-02-20 01:00:06 EST,2004,2006,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,3
125414,1621424,VA,Tobacco Farming,19,7/14/2009,7/11/2011,14,624.0,4,0.0,2015-02-20 01:00:06 EST,2009,2011,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,24
125497,1789753,PA,Apple Orchards,1,5/5/2014,5/4/2016,1,0.0,0,450.0,2016-11-07 01:00:04 EST,2014,2016,5,5,JUN,JUN,2016-11-07 01:00:04,2016,11,DEC,60
125673,1381059,SD,All Other Crop Farming,25,5/15/2004,12/7/2004,25,1735.4,4,7700.0,2015-02-20 01:00:06 EST,2004,2004,5,12,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,3
125736,1522239,HI,Other Vegetable (except Potato) and Melon Farming,279,5/1/2004,2/28/2005,279,0.0,0,109760.0,2015-02-20 01:00:06 EST,2004,2005,5,2,JUN,MAR,2015-02-20 01:00:06,2015,2,MAR,9
125807,1490549,NY,Timber Tract Operations,4,9/14/2005,10/10/2007,2,22890.77,2,0.0,2015-02-20 01:00:06 EST,2005,2007,9,10,SEP,DEC,2015-02-20 01:00:06,2015,2,MAR,87
125855,1526950,WA,Apple Orchards,22,5/6/2008,11/8/2008,22,1437.37,11,4400.0,2015-02-20 01:00:06 EST,2008,2008,5,11,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,19
125891,1722076,AL,Nursery and Floriculture Production,13,3/1/2012,12/1/2013,13,2514.84,2,5250.0,2015-05-08 01:00:06 EDT,2012,2013,3,12,MAR,DEC,2015-05-08 01:00:06,2015,5,JUN,22
125998,1573223,TX,Nursery and Tree Production,33,10/23/2008,5/31/2009,31,2305.82,8,2400.0,2015-02-20 01:00:06 EST,2008,2009,10,5,DEC,JUN,2015-02-20 01:00:06,2015,2,MAR,130
126037,1562436,MS,Potato Farming,138,3/16/2008,12/24/2009,136,25979.72,32,10000.0,2015-02-20 01:00:06 EST,2008,2009,3,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,16
126132,1581160,UT,Livestock Merchant Wholesalers,1,6/3/2008,6/2/2010,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2008,2010,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,13
126314,1726592,CO,Sheep Farming,8,12/1/2011,4/21/2014,7,823.0,5,2362.5,2016-02-19 01:00:04 EST,2011,2014,12,4,DEC,JUN,2016-02-19 01:00:04,2016,2,MAR,23
126330,1364135,NC,Cotton Farming,3,7/1/2003,7/19/2004,3,360.0,3,600.0,2015-02-20 01:00:06 EST,2003,2004,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,35
126394,1655369,KS,Nursery and Tree Production,56,6/20/2010,6/16/2012,56,35417.15,36,32750.0,2015-02-20 01:00:06 EST,2010,2012,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,23
126708,1622622,SC,Farm Management Services,1,6/20/2011,6/20/2011,1,0.0,0,1650.0,2015-02-20 01:00:06 EST,2011,2011,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,14
126740,409813,ID,Sheep Farming,12,12/4/1996,12/3/1997,9,0.0,0,1000.0,2015-02-20 01:00:06 EST,1996,1997,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,5
126971,1595115,KY,Tobacco Farming,34,9/23/2008,9/22/2010,31,0.0,0,3400.0,2015-02-20 01:00:06 EST,2008,2010,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,14
126980,1495789,MS,Potato Farming,68,3/8/2006,10/31/2007,67,4257.17,2,1400.0,2015-02-20 01:00:06 EST,2006,2007,3,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,16
126985,1496233,PA,Other Vegetable (except Potato) and Melon Farming,5,11/5/2005,10/27/2007,5,0.0,0,0.0,2015-02-20 01:00:06 EST,2005,2007,11,10,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,61
127393,1367676,NY,Other Vegetable (except Potato) and Melon Farming,9,3/21/2004,8/22/2004,7,992.46,4,800.0,2015-02-20 01:00:06 EST,2004,2004,3,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,87
127466,1728214,OK,Other Food Crops Grown Under Cover,17,1/15/2014,6/5/2014,13,0.0,0,8100.0,2016-02-19 01:00:04 EST,2014,2014,1,6,MAR,JUN,2016-02-19 01:00:04,2016,2,MAR,17
127660,1733699,MS,Other Vegetable (except Potato) and Melon Farming,12,6/1/2013,6/30/2014,12,0.0,0,4800.0,2016-02-19 01:00:04 EST,2013,2014,6,6,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,16
127666,1766529,VA,Tobacco Farming,6,7/19/2013,7/17/2015,4,0.0,0,900.0,2016-11-02 02:45:59 EDT,2013,2015,7,7,SEP,SEP,2016-11-02 02:45:59,2016,11,DEC,26
127749,1716229,LA,Strawberry Farming,2,2/6/2012,2/5/2014,2,0.0,0,4050.0,2016-02-19 01:00:04 EST,2012,2014,2,2,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,19
127751,1716323,KS,"Crop Harvesting, Primarily by Machine",12,4/1/2012,12/15/2013,9,910.76,3,3900.0,2016-02-19 01:00:04 EST,2012,2013,4,12,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,24
127759,1730184,PA,Finfish Farming and Fish Hatcheries,2,8/2/2012,8/1/2014,2,0.0,0,1800.0,2016-02-19 01:00:04 EST,2012,2014,8,8,SEP,SEP,2016-02-19 01:00:04,2016,2,MAR,61
127826,1621426,VA,Tobacco Farming,7,7/30/2009,7/29/2011,7,0.0,0,0.0,2015-02-20 01:00:06 EST,2009,2011,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,24
127907,1529237,KY,Tobacco Farming,23,12/10/2006,12/9/2008,23,0.0,0,0.0,2015-02-20 01:00:06 EST,2006,2008,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,14
128010,1732951,NC,All Other Miscellaneous Crop Farming,28,4/10/2014,11/12/2014,27,2918.53,27,0.0,2016-02-19 01:00:04 EST,2014,2014,4,11,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,36
128040,1728086,NJ,"Nursery, Garden Center, and Farm Supply Stores",20,6/1/2012,10/11/2014,19,36655.93,4,6750.0,2016-02-19 01:00:04 EST,2012,2014,6,10,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,37
128182,1731343,OH,Other Vegetable (except Potato) and Melon Farming,10,6/12/2012,6/9/2014,2,0.0,0,0.0,2016-02-19 01:00:04 EST,2012,2014,6,6,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,30
128359,1707109,MA,Apple Orchards,11,11/6/2011,10/27/2013,4,0.0,0,2700.0,2015-02-20 01:00:06 EST,2011,2013,11,10,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,17
128431,1726202,KS,Farm Labor Contractors and Crew Leaders,9,6/22/2012,6/19/2014,9,9621.54,1,5625.0,2016-02-19 01:00:04 EST,2012,2014,6,6,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,24
128457,1712349,KY,Tobacco Farming,69,2/5/2012,1/28/2014,34,28050.0,31,21825.0,2016-02-19 01:00:04 EST,2012,2014,2,1,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,14
128461,1712378,KY,Tobacco Farming,27,2/8/2012,2/7/2014,27,158.4,4,2250.0,2016-02-19 01:00:04 EST,2012,2014,2,2,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,14
128561,1711346,KY,Tobacco Farming,5,10/31/2011,12/31/2012,5,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2012,10,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,14
128635,1397243,KY,Horses and Other Equine Production,6,5/18/2003,5/17/2005,6,6343.83,6,500.0,2015-02-20 01:00:06 EST,2003,2005,5,5,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,14
128636,1406837,VA,Vegetable and Melon Farming,15,7/13/2003,7/10/2005,14,0.0,0,0.0,2015-02-20 01:00:06 EST,2003,2005,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,24
128754,1726200,KS,"Crop Harvesting, Primarily by Machine",32,5/6/2012,5/3/2014,31,10510.94,14,13800.0,2016-02-19 01:00:04 EST,2012,2014,5,5,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,24
128827,1751839,FL,Farm Labor Contractors and Crew Leaders,3,12/1/2014,2/15/2015,3,0.0,0,0.0,2016-02-19 01:00:04 EST,2014,2015,12,2,DEC,MAR,2016-02-19 01:00:04,2016,2,MAR,86
128909,1743028,KY,"Greenhouse, Nursery, and Floriculture Production",15,3/1/2012,10/26/2014,15,774.17,8,4050.0,2016-02-19 01:00:04 EST,2012,2014,3,10,MAR,DEC,2016-02-19 01:00:04,2016,2,MAR,14
129024,1710320,WY,Sheep Farming,19,11/7/2011,11/5/2013,18,267.48,4,0.0,2016-02-19 01:00:04 EST,2011,2013,11,11,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,1
129142,1731452,TX,Apiculture,59,6/25/2012,6/24/2014,59,7992.92,19,17587.5,2016-02-19 01:00:04 EST,2012,2014,6,6,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,136
129161,1722067,AL,Nursery and Floriculture Production,3,3/15/2012,3/14/2014,2,0.0,0,2100.0,2016-02-19 01:00:04 EST,2012,2014,3,3,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,22
129162,1722077,AL,Nursery and Tree Production,5,2/6/2012,3/12/2014,5,0.0,0,4950.0,2016-02-19 01:00:04 EST,2012,2014,2,3,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,22
129384,1729788,PA,"Nursery, Garden Center, and Farm Supply Stores",35,5/27/2012,5/17/2014,35,22553.31,18,14100.0,2016-02-19 01:00:04 EST,2012,2014,5,5,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,61
129415,1682208,CO,Livestock Merchant Wholesalers,4,2/5/2011,2/4/2013,3,40000.0,0,3600.0,2016-06-11 02:22:25 EDT,2011,2013,2,2,MAR,MAR,2016-06-11 02:22:25,2016,6,JUN,23
129464,1714649,IA,All Other Specialty Trade Contractors,59,5/17/2013,1/15/2014,59,165767.14,57,2700.0,2016-02-19 01:00:04 EST,2013,2014,5,1,JUN,MAR,2016-02-19 01:00:04,2016,2,MAR,14
129519,1708224,VA,Fruit and Tree Nut Farming,1,8/1/2013,10/15/2013,1,0.0,0,0.0,2016-02-19 01:00:04 EST,2013,2013,8,10,SEP,DEC,2016-02-19 01:00:04,2016,2,MAR,26
129538,1723510,KS,"Crop Harvesting, Primarily by Machine",41,4/8/2012,4/5/2014,41,42286.2,40,20100.0,2016-02-19 01:00:04 EST,2012,2014,4,4,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,24
129587,1715104,KS,Farm Labor Contractors and Crew Leaders,103,1/15/2012,1/13/2014,98,6860.26,36,30750.0,2016-02-19 01:00:04 EST,2012,2014,1,1,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,24
129632,1731173,MS,Regulation of Agricultural Marketing and Commodities,47,7/9/2012,7/5/2014,47,5175.0,46,35250.0,2016-02-19 01:00:04 EST,2012,2014,7,7,SEP,SEP,2016-02-19 01:00:04,2016,2,MAR,16
129845,1749582,FL,Farm Labor Contractors and Crew Leaders,1,11/15/2014,1/11/2015,1,0.0,0,0.0,2016-02-19 01:00:04 EST,2014,2015,11,1,DEC,MAR,2016-02-19 01:00:04,2016,2,MAR,86
129857,1709135,WY,"Beef Cattle Ranching and Farming, including Feedlots",5,1/19/2012,10/30/2013,5,5295.2,4,4500.0,2016-02-19 01:00:04 EST,2012,2013,1,10,MAR,DEC,2016-02-19 01:00:04,2016,2,MAR,1
130088,1541124,KY,Horses and Other Equine Production,3,4/24/2007,4/23/2009,3,1295.4,3,450.0,2015-02-20 01:00:06 EST,2007,2009,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,14
130359,1532973,KY,Tobacco Farming,3,2/19/2007,2/18/2009,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2007,2009,2,2,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,14
130376,1751651,FL,Farm Labor Contractors and Crew Leaders,23,12/12/2014,1/30/2015,1,0.0,0,600.0,2016-02-19 01:00:04 EST,2014,2015,12,1,DEC,MAR,2016-02-19 01:00:04,2016,2,MAR,86
130417,1744769,TX,Apiculture,7,11/8/2012,10/30/2014,7,0.0,0,6450.0,2016-02-19 01:00:04 EST,2012,2014,11,10,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,136
130418,1744770,TX,Apiculture,4,4/1/2013,12/13/2014,4,210.82,3,1575.0,2016-02-19 01:00:04 EST,2013,2014,4,12,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,136
130626,1567411,ND,"Crop Harvesting, Primarily by Machine",5,3/30/2009,12/20/2009,5,0.0,0,1000.0,2015-02-20 01:00:06 EST,2009,2009,3,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,2
130630,1740008,MT,Dual-Purpose Cattle Ranching and Farming,1,2/1/2012,12/30/2014,1,0.0,0,0.0,2016-02-19 01:00:04 EST,2012,2014,2,12,MAR,DEC,2016-02-19 01:00:04,2016,2,MAR,1
130632,1739728,PA,Apple Orchards,6,11/30/2012,12/1/2014,5,3544.79,3,2400.0,2016-02-19 01:00:04 EST,2012,2014,11,12,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,61
130766,1747740,KY,Tobacco Farming,15,1/13/2013,1/12/2015,15,28.85,1,0.0,2016-02-19 01:00:04 EST,2013,2015,1,1,MAR,MAR,2016-02-19 01:00:04,2016,2,MAR,14
131081,1739732,PA,Apple Orchards,7,11/26/2013,11/25/2014,7,1188.0,4,1500.0,2016-02-19 01:00:04 EST,2013,2014,11,11,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,61
131124,1747441,LA,Sugarcane Farming,10,12/5/2012,12/4/2014,8,234.3,6,1912.5,2016-02-19 01:00:04 EST,2012,2014,12,12,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,19
131138,1738130,PA,Apple Orchards,2,11/18/2012,11/17/2014,2,0.0,0,4000.0,2016-02-19 01:00:04 EST,2012,2014,11,11,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,61
131152,1426866,OK,"Crop Harvesting, Primarily by Machine",1,9/16/2005,9/30/2005,1,800.0,1,0.0,2015-02-20 01:00:06 EST,2005,2005,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,16
131166,1644788,CA,Support Activities for Forestry,838,4/11/2010,4/10/2012,833,96321.11,334,748650.0,2016-02-19 01:00:04 EST,2010,2012,4,4,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,137
131367,1770921,NY,"Soil Preparation, Planting, and Cultivating",20,6/1/2015,9/18/2015,2,25.0,1,0.0,2016-02-19 01:00:04 EST,2015,2015,6,9,JUN,SEP,2016-02-19 01:00:04,2016,2,MAR,88
131395,1740404,VT,Apple Orchards,2,6/27/2014,10/10/2014,2,785.4,1,2700.0,2016-02-19 01:00:04 EST,2014,2014,6,10,JUN,DEC,2016-02-19 01:00:04,2016,2,MAR,2
131437,1752447,MS,Farm Labor Contractors and Crew Leaders,5,11/3/2014,2/15/2015,4,0.0,0,3900.0,2016-02-19 01:00:04 EST,2014,2015,11,2,DEC,MAR,2016-02-19 01:00:04,2016,2,MAR,16
131550,1742612,FL,Vegetable and Melon Farming,1,1/1/2014,12/1/2014,1,0.0,0,1500.0,2016-02-19 01:00:04 EST,2014,2014,1,12,MAR,DEC,2016-02-19 01:00:04,2016,2,MAR,86
131571,1406823,VA,Sheep Farming,1,7/3/2003,6/29/2005,1,0.0,0,375.0,2015-02-20 01:00:06 EST,2003,2005,7,6,SEP,JUN,2015-02-20 01:00:06,2015,2,MAR,24
131683,1737596,ME,Berry (except Strawberry) Farming,4,8/20/2012,8/19/2014,4,2322.0,4,3600.0,2016-02-19 01:00:04 EST,2012,2014,8,8,SEP,SEP,2016-02-19 01:00:04,2016,2,MAR,3
